"Election_Date","Election_Type","Parliament","Province_Territory","Constituency","Combined_Key","Expected_Candidates","Expected_DM"
1872-07-20,"General","2","Ontario","Simcoe North","1872-07-20, Simcoe North, Ontario",2,1
1872-07-20,"General","2","Ontario","Simcoe South","1872-07-20, Simcoe South, Ontario",1,1
1872-07-20,"General","2","Ontario","Stormont","1872-07-20, Stormont, Ontario",2,1
1872-07-20,"General","2","Ontario","Toronto Centre","1872-07-20, Toronto Centre, Ontario",2,1
1872-07-20,"General","2","Ontario","Toronto East","1872-07-20, Toronto East, Ontario",2,1
1872-07-20,"General","2","Ontario","Toronto West","1872-07-20, Toronto West, Ontario",3,1
1872-07-20,"General","2","Ontario","Victoria North","1872-07-20, Victoria North, Ontario",2,1
1872-07-20,"General","2","Ontario","Victoria South","1872-07-20, Victoria South, Ontario",2,1
1872-07-20,"General","2","Ontario","Waterloo North","1872-07-20, Waterloo North, Ontario",1,1
1872-07-20,"General","2","Ontario","Waterloo South","1872-07-20, Waterloo South, Ontario",1,1
1872-07-20,"General","2","Ontario","Welland","1872-07-20, Welland, Ontario",2,1
1872-07-20,"General","2","Ontario","Wellington Centre","1872-07-20, Wellington Centre, Ontario",2,1
1872-07-20,"General","2","Ontario","Wellington North","1872-07-20, Wellington North, Ontario",2,1
1872-07-20,"General","2","Ontario","Wellington South","1872-07-20, Wellington South, Ontario",1,1
1872-07-20,"General","2","Ontario","Wentworth North","1872-07-20, Wentworth North, Ontario",2,1
1872-07-20,"General","2","Ontario","Wentworth South","1872-07-20, Wentworth South, Ontario",2,1
1872-07-20,"General","2","Ontario","York East","1872-07-20, York East, Ontario",1,1
1872-07-20,"General","2","Ontario","York North","1872-07-20, York North, Ontario",2,1
1872-07-20,"General","2","Ontario","York West","1872-07-20, York West, Ontario",2,1
1872-07-20,"General","2","Quebec","Argenteuil","1872-07-20, Argenteuil, Quebec",1,1
1872-07-20,"General","2","Quebec","Bagot","1872-07-20, Bagot, Quebec",2,1
1872-07-20,"General","2","Quebec","Beauce","1872-07-20, Beauce, Quebec",2,1
1872-07-20,"General","2","Quebec","Beauharnois","1872-07-20, Beauharnois, Quebec",2,1
1872-07-20,"General","2","Quebec","Bellechasse","1872-07-20, Bellechasse, Quebec",2,1
1872-07-20,"General","2","Quebec","Berthier","1872-07-20, Berthier, Quebec",3,1
1872-07-20,"General","2","Quebec","Bonaventure","1872-07-20, Bonaventure, Quebec",3,1
1872-07-20,"General","2","Quebec","Brome","1872-07-20, Brome, Quebec",2,1
1872-07-20,"General","2","Quebec","Chambly","1872-07-20, Chambly, Quebec",2,1
1872-07-20,"General","2","Quebec","Champlain","1872-07-20, Champlain, Quebec",2,1
1872-07-20,"General","2","Quebec","Charlevoix","1872-07-20, Charlevoix, Quebec",2,1
1872-07-20,"General","2","Quebec","Châteauguay","1872-07-20, Châteauguay, Quebec",2,1
1872-07-20,"General","2","Quebec","Chicoutimi--Saguenay","1872-07-20, Chicoutimi--Saguenay, Quebec",2,1
1872-07-20,"General","2","Quebec","Compton","1872-07-20, Compton, Quebec",1,1
1872-07-20,"General","2","Quebec","Dorchester","1872-07-20, Dorchester, Quebec",2,1
1872-07-20,"General","2","Quebec","Drummond--Arthabaska","1872-07-20, Drummond--Arthabaska, Quebec",3,1
1872-07-20,"General","2","Quebec","Gaspé","1872-07-20, Gaspé, Quebec",1,1
1872-07-20,"General","2","Quebec","Hochelaga","1872-07-20, Hochelaga, Quebec",2,1
1872-07-20,"General","2","Quebec","Huntingdon","1872-07-20, Huntingdon, Quebec",1,1
1872-07-20,"General","2","Quebec","Iberville","1872-07-20, Iberville, Quebec",1,1
1872-07-20,"General","2","Quebec","Jacques Cartier","1872-07-20, Jacques Cartier, Quebec",2,1
1872-07-20,"General","2","Quebec","Joliette","1872-07-20, Joliette, Quebec",1,1
1872-07-20,"General","2","Quebec","Kamouraska","1872-07-20, Kamouraska, Quebec",2,1
1872-07-20,"General","2","Quebec","L'Assomption","1872-07-20, L'Assomption, Quebec",2,1
1872-07-20,"General","2","Quebec","L'Islet","1872-07-20, L'Islet, Quebec",2,1
1872-07-20,"General","2","Quebec","Laprairie","1872-07-20, Laprairie, Quebec",2,1
1872-07-20,"General","2","Quebec","Laval","1872-07-20, Laval, Quebec",1,1
1872-07-20,"General","2","Quebec","Lévis","1872-07-20, Lévis, Quebec",2,1
1872-07-20,"General","2","Quebec","Lotbinière","1872-07-20, Lotbinière, Quebec",1,1
1872-07-20,"General","2","Quebec","Maskinongé","1872-07-20, Maskinongé, Quebec",2,1
1872-07-20,"General","2","Quebec","Mégantic","1872-07-20, Mégantic, Quebec",2,1
1872-07-20,"General","2","Quebec","Missisquoi","1872-07-20, Missisquoi, Quebec",2,1
1872-07-20,"General","2","Quebec","Montcalm","1872-07-20, Montcalm, Quebec",1,1
1872-07-20,"General","2","Quebec","Montmagny","1872-07-20, Montmagny, Quebec",2,1
1872-07-20,"General","2","Quebec","Montmorency","1872-07-20, Montmorency, Quebec",2,1
1872-07-20,"General","2","Quebec","Montreal Centre","1872-07-20, Montreal Centre, Quebec",1,1
1872-07-20,"General","2","Quebec","Montreal East","1872-07-20, Montreal East, Quebec",2,1
1872-07-20,"General","2","Quebec","Montreal West","1872-07-20, Montreal West, Quebec",2,1
1872-07-20,"General","2","Quebec","Napierville","1872-07-20, Napierville, Quebec",2,1
1872-07-20,"General","2","Quebec","Nicolet","1872-07-20, Nicolet, Quebec",2,1
1872-07-20,"General","2","Quebec","Ottawa (County of)","1872-07-20, Ottawa (County of), Quebec",1,1
1872-07-20,"General","2","Quebec","Pontiac","1872-07-20, Pontiac, Quebec",2,1
1872-07-20,"General","2","Quebec","Portneuf","1872-07-20, Portneuf, Quebec",2,1
1872-07-20,"General","2","Quebec","Quebec-Centre","1872-07-20, Quebec-Centre, Quebec",2,1
1872-07-20,"General","2","Quebec","Quebec County","1872-07-20, Quebec County, Quebec",2,1
1872-07-20,"General","2","Quebec","Quebec East","1872-07-20, Quebec East, Quebec",1,1
1872-07-20,"General","2","Quebec","Quebec West","1872-07-20, Quebec West, Quebec",2,1
1872-07-20,"General","2","Quebec","Richelieu","1872-07-20, Richelieu, Quebec",2,1
1872-07-20,"General","2","Quebec","Richmond--Wolfe","1872-07-20, Richmond--Wolfe, Quebec",4,1
1872-07-20,"General","2","Quebec","Rimouski","1872-07-20, Rimouski, Quebec",2,1
1872-07-20,"General","2","Quebec","Rouville","1872-07-20, Rouville, Quebec",2,1
1872-07-20,"General","2","Quebec","Saint Maurice","1872-07-20, Saint Maurice, Quebec",1,1
1872-07-20,"General","2","Quebec","Shefford","1872-07-20, Shefford, Quebec",2,1
1872-07-20,"General","2","Quebec","Sherbrooke (Town of)","1872-07-20, Sherbrooke (Town of), Quebec",1,1
1872-07-20,"General","2","Quebec","Soulanges","1872-07-20, Soulanges, Quebec",2,1
1872-07-20,"General","2","Quebec","St. Hyacinthe","1872-07-20, St. Hyacinthe, Quebec",2,1
1872-07-20,"General","2","Quebec","St. John's","1872-07-20, St. John's, Quebec",1,1
1872-07-20,"General","2","Quebec","Stanstead","1872-07-20, Stanstead, Quebec",1,1
1872-07-20,"General","2","Quebec","Témiscouata","1872-07-20, Témiscouata, Quebec",3,1
1872-07-20,"General","2","Quebec","Terrebonne","1872-07-20, Terrebonne, Quebec",1,1
1872-07-20,"General","2","Quebec","Three Rivers","1872-07-20, Three Rivers, Quebec",1,1
1872-07-20,"General","2","Quebec","Two Mountains","1872-07-20, Two Mountains, Quebec",1,1
1872-07-20,"General","2","Quebec","Vaudreuil","1872-07-20, Vaudreuil, Quebec",2,1
1872-07-20,"General","2","Quebec","Verchères","1872-07-20, Verchères, Quebec",2,1
1872-07-20,"General","2","Quebec","Yamaska","1872-07-20, Yamaska, Quebec",2,1
1872-07-20,"General","2","New Brunswick","Albert","1872-07-20, Albert, New Brunswick",2,1
1872-07-20,"General","2","New Brunswick","Carleton","1872-07-20, Carleton, New Brunswick",1,1
1872-07-20,"General","2","New Brunswick","Charlotte","1872-07-20, Charlotte, New Brunswick",2,1
1872-07-20,"General","2","New Brunswick","Gloucester","1872-07-20, Gloucester, New Brunswick",3,1
1872-07-20,"General","2","New Brunswick","Kent","1872-07-20, Kent, New Brunswick",2,1
1872-07-20,"General","2","New Brunswick","King's","1872-07-20, King's, New Brunswick",3,1
1872-07-20,"General","2","New Brunswick","Northumberland","1872-07-20, Northumberland, New Brunswick",1,1
1872-07-20,"General","2","New Brunswick","Queen's","1872-07-20, Queen's, New Brunswick",1,1
1872-07-20,"General","2","New Brunswick","Restigouche","1872-07-20, Restigouche, New Brunswick",3,1
1872-07-20,"General","2","New Brunswick","St. John (City and County of)","1872-07-20, St. John (City and County of), New Brunswick",4,2
1872-07-20,"General","2","New Brunswick","St. John (City of )","1872-07-20, St. John (City of ), New Brunswick",2,1
1872-07-20,"General","2","New Brunswick","Sunbury","1872-07-20, Sunbury, New Brunswick",1,1
1872-07-20,"General","2","New Brunswick","Victoria","1872-07-20, Victoria, New Brunswick",2,1
1872-07-20,"General","2","New Brunswick","Westmorland","1872-07-20, Westmorland, New Brunswick",1,1
1872-07-20,"General","2","New Brunswick","York","1872-07-20, York, New Brunswick",1,1
1872-07-20,"General","2","Nova Scotia","Annapolis","1872-07-20, Annapolis, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Antigonish","1872-07-20, Antigonish, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Cape Breton","1872-07-20, Cape Breton, Nova Scotia",4,2
1872-07-20,"General","2","Nova Scotia","Colchester","1872-07-20, Colchester, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Cumberland","1872-07-20, Cumberland, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Digby","1872-07-20, Digby, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Guysborough","1872-07-20, Guysborough, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Halifax","1872-07-20, Halifax, Nova Scotia",4,2
1872-07-20,"General","2","Nova Scotia","Hants","1872-07-20, Hants, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Inverness","1872-07-20, Inverness, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Kings","1872-07-20, Kings, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Lunenburg","1872-07-20, Lunenburg, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Pictou","1872-07-20, Pictou, Nova Scotia",4,2
1872-07-20,"General","2","Nova Scotia","Queens","1872-07-20, Queens, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Richmond","1872-07-20, Richmond, Nova Scotia",2,1
1872-07-20,"General","2","Nova Scotia","Shelburne","1872-07-20, Shelburne, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Victoria","1872-07-20, Victoria, Nova Scotia",1,1
1872-07-20,"General","2","Nova Scotia","Yarmouth","1872-07-20, Yarmouth, Nova Scotia",2,1
1872-11-23,"By-Election","2","Ontario","Welland","1872-11-23, Welland, Ontario",2,1
1873-02-15,"By-Election","2","Quebec","Bonaventure","1873-02-15, Bonaventure, Quebec",1,1
1873-03-28,"By-Election","2","Quebec","Quebec County","1873-03-28, Quebec County, Quebec",2,1
1873-04-10,"By-Election","2","Ontario","Durham West","1873-04-10, Durham West, Ontario",1,1
1873-07-05,"By-Election","2","Nova Scotia","Hants","1873-07-05, Hants, Nova Scotia",1,1
1873-07-07,"By-Election","2","Ontario","Ontario South","1873-07-07, Ontario South, Ontario",1,1
1873-07-07,"By-Election","2","Nova Scotia","Antigonish","1873-07-07, Antigonish, Nova Scotia",1,1
1873-09-18,"By-Election","2","New Brunswick","Carleton","1873-09-18, Carleton, New Brunswick",1,1
1873-09-29,"By-Election","2","Prince Edward Island","King's County","1873-09-29, King's County, Prince Edward Island",2,2
1873-09-29,"By-Election","2","Prince Edward Island","Prince County","1873-09-29, Prince County, Prince Edward Island",2,2
1873-09-29,"By-Election","2","Prince Edward Island","Queen's County","1873-09-29, Queen's County, Prince Edward Island",2,2
1873-10-13,"By-Election","2","Manitoba","Provencher","1873-10-13, Provencher, Manitoba",1,1
1873-10-28,"By-Election","2","Quebec","Laval","1873-10-28, Laval, Quebec",1,1
1873-11-25,"By-Election","2","Ontario","Lambton","1873-11-25, Lambton, Ontario",1,1
1873-11-26,"By-Election","2","Ontario","Glengarry","1873-11-26, Glengarry, Ontario",1,1
1873-11-27,"By-Election","2","Quebec","Bellechasse","1873-11-27, Bellechasse, Quebec",1,1
1873-11-27,"By-Election","2","Quebec","Napierville","1873-11-27, Napierville, Quebec",1,1
1873-11-28,"By-Election","2","New Brunswick","Westmorland","1873-11-28, Westmorland, New Brunswick",1,1
1873-12-01,"By-Election","2","New Brunswick","St. John (City and County of)","1873-12-01, St. John (City and County of), New Brunswick",1,1
1873-12-01,"By-Election","2","New Brunswick","St. John (City of )","1873-12-01, St. John (City of ), New Brunswick",1,1
1873-12-03,"By-Election","2","Ontario","Lennox","1873-12-03, Lennox, Ontario",1,1
1873-12-03,"By-Election","2","Prince Edward Island","Queen's County","1873-12-03, Queen's County, Prince Edward Island",1,1
1873-12-04,"By-Election","2","Ontario","Bruce South","1873-12-04, Bruce South, Ontario",1,1
1873-12-09,"By-Election","2","Nova Scotia","Shelburne","1873-12-09, Shelburne, Nova Scotia",1,1
1873-12-18,"By-Election","2","Ontario","Toronto West","1873-12-18, Toronto West, Ontario",1,1
1873-12-20,"By-Election","2","Nova Scotia","Antigonish","1873-12-20, Antigonish, Nova Scotia",1,1
1873-12-20,"By-Election","2","Nova Scotia","Victoria","1873-12-20, Victoria, Nova Scotia",2,1
1874-01-22,"General","3","British Columbia","Cariboo","1874-01-22, Cariboo, British Columbia",2,1
1874-01-22,"General","3","British Columbia","New Westminster","1874-01-22, New Westminster, British Columbia",2,1
1874-01-22,"General","3","British Columbia","Vancouver","1874-01-22, Vancouver, British Columbia",3,1
1874-01-22,"General","3","British Columbia","Victoria","1874-01-22, Victoria, British Columbia",4,2
1874-01-22,"General","3","British Columbia","Yale","1874-01-22, Yale, British Columbia",2,1
1874-01-22,"General","3","Manitoba","Lisgar","1874-01-22, Lisgar, Manitoba",2,1
1874-01-22,"General","3","Manitoba","Marquette","1874-01-22, Marquette, Manitoba",2,1
1874-01-22,"General","3","Manitoba","Provencher","1874-01-22, Provencher, Manitoba",2,1
1874-01-22,"General","3","Manitoba","Selkirk","1874-01-22, Selkirk, Manitoba",2,1
1874-01-22,"General","3","Ontario","Addington","1874-01-22, Addington, Ontario",2,1
1874-01-22,"General","3","Ontario","Algoma","1874-01-22, Algoma, Ontario",3,1
1874-01-22,"General","3","Ontario","Bothwell","1874-01-22, Bothwell, Ontario",2,1
1874-01-22,"General","3","Ontario","Brant North","1874-01-22, Brant North, Ontario",1,1
1874-01-22,"General","3","Ontario","Brant South","1874-01-22, Brant South, Ontario",2,1
1874-01-22,"General","3","Ontario","Brockville","1874-01-22, Brockville, Ontario",2,1
1874-01-22,"General","3","Ontario","Bruce North","1874-01-22, Bruce North, Ontario",1,1
1874-01-22,"General","3","Ontario","Bruce South","1874-01-22, Bruce South, Ontario",2,1
1874-01-22,"General","3","Ontario","Cardwell","1874-01-22, Cardwell, Ontario",2,1
1874-01-22,"General","3","Ontario","Carleton","1874-01-22, Carleton, Ontario",3,1
1874-01-22,"General","3","Ontario","Cornwall","1874-01-22, Cornwall, Ontario",2,1
1874-01-22,"General","3","Ontario","Dundas","1874-01-22, Dundas, Ontario",2,1
1874-01-22,"General","3","Ontario","Durham East","1874-01-22, Durham East, Ontario",2,1
1874-01-22,"General","3","Ontario","Durham West","1874-01-22, Durham West, Ontario",2,1
1874-01-22,"General","3","Ontario","Elgin East","1874-01-22, Elgin East, Ontario",2,1
1874-01-22,"General","3","Ontario","Elgin West","1874-01-22, Elgin West, Ontario",2,1
1874-01-22,"General","3","Ontario","Essex","1874-01-22, Essex, Ontario",2,1
1874-01-22,"General","3","Ontario","Frontenac","1874-01-22, Frontenac, Ontario",2,1
1874-01-22,"General","3","Ontario","Glengarry","1874-01-22, Glengarry, Ontario",2,1
1874-01-22,"General","3","Ontario","Grenville South","1874-01-22, Grenville South, Ontario",2,1
1874-01-22,"General","3","Ontario","Grey East","1874-01-22, Grey East, Ontario",2,1
1874-01-22,"General","3","Ontario","Grey North","1874-01-22, Grey North, Ontario",2,1
1874-01-22,"General","3","Ontario","Grey South","1874-01-22, Grey South, Ontario",2,1
1874-01-22,"General","3","Ontario","Haldimand","1874-01-22, Haldimand, Ontario",1,1
1874-01-22,"General","3","Ontario","Halton","1874-01-22, Halton, Ontario",2,1
1874-01-22,"General","3","Ontario","Hamilton","1874-01-22, Hamilton, Ontario",4,2
1874-01-22,"General","3","Ontario","Hastings East","1874-01-22, Hastings East, Ontario",2,1
1874-01-22,"General","3","Ontario","Hastings North","1874-01-22, Hastings North, Ontario",2,1
1874-01-22,"General","3","Ontario","Hastings West","1874-01-22, Hastings West, Ontario",2,1
1874-01-22,"General","3","Ontario","Huron Centre","1874-01-22, Huron Centre, Ontario",2,1
1874-01-22,"General","3","Ontario","Huron North","1874-01-22, Huron North, Ontario",2,1
1874-01-22,"General","3","Ontario","Huron South","1874-01-22, Huron South, Ontario",2,1
1874-01-22,"General","3","Ontario","Kent","1874-01-22, Kent, Ontario",2,1
1874-01-22,"General","3","Ontario","Kingston","1874-01-22, Kingston, Ontario",2,1
1874-01-22,"General","3","Ontario","Lambton","1874-01-22, Lambton, Ontario",1,1
1874-01-22,"General","3","Ontario","Lanark North","1874-01-22, Lanark North, Ontario",1,1
1874-01-22,"General","3","Ontario","Lanark South","1874-01-22, Lanark South, Ontario",2,1
1874-01-22,"General","3","Ontario","Leeds North and Grenville North","1874-01-22, Leeds North and Grenville North, Ontario",2,1
1874-01-22,"General","3","Ontario","Leeds South","1874-01-22, Leeds South, Ontario",2,1
1874-01-22,"General","3","Ontario","Lennox","1874-01-22, Lennox, Ontario",1,1
1874-01-22,"General","3","Ontario","Lincoln","1874-01-22, Lincoln, Ontario",2,1
1874-01-22,"General","3","Ontario","London","1874-01-22, London, Ontario",2,1
1874-01-22,"General","3","Ontario","Middlesex East","1874-01-22, Middlesex East, Ontario",2,1
1874-01-22,"General","3","Ontario","Middlesex North","1874-01-22, Middlesex North, Ontario",1,1
1874-01-22,"General","3","Ontario","Middlesex West","1874-01-22, Middlesex West, Ontario",1,1
1874-01-22,"General","3","Ontario","Monck","1874-01-22, Monck, Ontario",2,1
1874-01-22,"General","3","Ontario","Muskoka","1874-01-22, Muskoka, Ontario",2,1
1874-01-22,"General","3","Ontario","Niagara","1874-01-22, Niagara, Ontario",2,1
1874-01-22,"General","3","Ontario","Norfolk North","1874-01-22, Norfolk North, Ontario",2,1
1874-01-22,"General","3","Ontario","Norfolk South","1874-01-22, Norfolk South, Ontario",2,1
